,Episode,Timestep,Policy_Loss,Critic_Loss,RM_Score,Ref_KL,Generate_Length
0,1,8,-0.012357775505643076,0.24021390974521636,-5.392612934112549,0.0,62.5
1,1,16,-0.006992322468431666,0.1873160183429718,-4.137564659118652,7.345161429839209e-05,47.125
2,1,24,-0.004477220846456476,0.22543025612831116,-5.156428337097168,-6.147987733129412e-05,62.75
3,1,32,-0.0029805131380271632,0.18007813394069672,-5.569126129150391,-0.00011486034782137722,97.625
4,1,40,-0.005152198299765587,0.27122601866722107,-5.296816349029541,0.000161439849762246,56.0
5,1,48,-0.004344531157403253,0.20477544367313386,-4.665920734405518,-0.0001709301577648148,61.25
6,1,56,-0.00543318560521584,0.2616705417633057,-4.971441745758057,0.00018195716256741434,52.75
7,1,64,-0.00309193265857175,0.2144760459661484,-5.968348979949951,-0.00032745584030635655,87.0
8,1,72,-0.002614232726045884,0.17739138901233673,-4.833985805511475,-0.0002212765539297834,81.875
9,1,80,-0.004090270481538027,0.22196256518363952,-5.283967018127441,-0.0003403177543077618,77.75
10,1,88,-0.003745685960166156,0.1748052179813385,-5.037403106689453,-0.001005567261017859,78.375
11,1,96,-0.004170433629769832,0.21934442818164826,-5.399747848510742,-0.0006539207533933222,75.5
12,1,104,-0.004532417058362626,0.19371925592422484,-5.4896039962768555,-0.001225713756866753,86.0
13,1,112,-0.004064287758956198,0.1864715963602066,-5.53737735748291,-0.0023294391576200724,82.5
14,1,120,-0.0033177585166413335,0.22533379793167113,-5.5035200119018555,-0.0010937756160274148,73.0
15,1,128,-0.005266881734132767,0.20912932753562927,-5.879438877105713,-0.0003404766321182251,80.75
16,1,136,-0.0038041337276808916,0.18874610662460328,-6.261979103088379,-0.0028261488769203424,105.375
17,1,144,-0.003320784762036055,0.16587038934230805,-6.002220630645752,-0.00199954304844141,110.25
18,1,152,-0.007691031647846102,0.21090542078018187,-5.286932468414307,-0.0019686336163431406,57.625
19,2,160,-0.00373622142651584,0.1263185679912567,-4.464938163757324,-0.0031007828656584024,103.5
20,2,168,-0.0049682386161293834,0.14028749763965606,-3.7496109008789062,-0.004917537793517113,74.0
21,2,176,-0.004752575815655291,0.14182157814502716,-5.491491794586182,-0.00038415382732637227,100.0
22,2,184,-0.006857660168316215,0.1641515851020813,-5.227743148803711,-0.006960183847695589,74.5
23,2,192,-0.004585901752579957,0.19251400530338286,-6.02116584777832,-0.004607570357620716,77.5
24,2,200,-0.0062963407079223545,0.1110646441578865,-5.113667964935303,-0.005756462924182415,116.5
25,2,208,-0.010780128429178148,0.17677735686302185,-4.9386820793151855,-0.004550425801426172,53.0
26,2,216,-0.005042916677484755,0.1288341611623764,-6.048731803894043,-0.007709008175879717,98.375
27,2,224,-0.005073100584559143,0.11654774695634842,-5.235130786895752,-0.008757676929235458,116.5
28,2,232,-0.009445117789437064,0.16655856966972352,-5.433933734893799,-0.007642949000000954,61.0
29,2,240,-0.006013198057189584,0.12506639808416367,-5.84934139251709,-0.008013407699763775,93.5
30,2,248,-0.014129753672750666,0.13534469604492189,-4.979437828063965,-0.012792211025953293,55.5
31,2,256,-0.008396808832185344,0.15423777997493743,-6.010196685791016,-0.012673906981945038,83.0
32,2,264,-0.007742398680420592,0.14628177285194396,-5.941854000091553,-0.015377456322312355,75.5
33,2,272,-0.012928038742393256,0.12106874883174897,-5.442722320556641,-0.020985232666134834,68.875
34,2,280,-0.008765299279912143,0.14670598208904267,-5.853184223175049,-0.02359490841627121,67.5
35,2,288,-0.009763067570747807,0.10557140558958053,-5.792914390563965,-0.020706413313746452,82.5
36,2,296,-0.008267633040668442,0.14061665236949922,-6.300010681152344,-0.0191475972533226,82.0
37,2,304,-0.00987843085313216,0.1357144832611084,-5.663845539093018,-0.01969260908663273,75.5
38,2,312,-0.006379506055964157,0.10669502764940261,-5.029786109924316,-0.013511200435459614,92.375
39,3,320,-0.008545783907175064,0.1044004201889038,-5.456498146057129,-0.023980258032679558,77.5
40,3,328,-0.00858202307135798,0.0943177118897438,-5.229866027832031,-0.021588178351521492,71.0
41,3,336,-0.008710527000948787,0.09838318377733231,-4.956105709075928,-0.015915563330054283,91.0
42,3,344,-0.008732407313073055,0.07479560524225234,-4.889616012573242,-0.01884477026760578,86.5
43,3,352,-0.007619941383018159,0.11180571168661117,-5.933567047119141,-0.022473618388175964,99.5
44,3,360,-0.0058933816151693465,0.08962850719690323,-5.629281997680664,-0.01909271813929081,102.875
45,3,368,-0.011007562241138658,0.08950120359659194,-5.872889518737793,-0.025423243641853333,78.0
46,3,376,-0.006456786871422082,0.09429794251918792,-6.043118000030518,-0.019475750625133514,88.0
47,3,384,-0.010857594176195562,0.08748343884944916,-4.970460414886475,-0.019805047661066055,62.0
48,3,392,-0.0074092940194532275,0.0912307396531105,-6.283541202545166,-0.026279795914888382,108.5
49,3,400,-0.009351162833627313,0.0784954771399498,-5.551580905914307,-0.01765020750463009,79.5
50,3,408,-0.007266949780751019,0.08892843425273896,-6.139697551727295,-0.025556812062859535,109.5
51,3,416,-0.010393787245266139,0.07765907198190689,-6.297170162200928,-0.02619974873960018,79.5
52,3,424,-0.007267309783492238,0.07901189029216767,-5.54597282409668,-0.020420758053660393,89.5
53,3,432,-0.006876194954384118,0.08246688395738602,-6.1658549308776855,-0.017276674509048462,104.0
