,Episode,Timestep,Policy_Loss,Critic_Loss,Reward,RM_Reward,Ref_Reward
0,0,50,329.82151456560405,30.924442890712193,-5.71767822265625,-5.633840942382813,0.08383784294128419
1,1,100,178.04906465964658,27.286651066371373,-5.870770874023438,-5.829255981445312,0.041513609886169436
2,2,150,406.8332663212504,19.43044283730643,-5.69756591796875,-5.6551275634765625,0.042439546585083004
3,3,200,293.622257069179,17.13289451599121,-5.84369384765625,-5.665587158203125,0.17810798645019532
4,4,250,197.10234722750528,13.949143518720355,-5.79922119140625,-5.681095581054688,0.11812628746032715
5,5,300,359.7502124428749,11.803686986650739,-5.859530029296875,-5.81923583984375,0.04029432773590088
6,6,350,121.78545395987375,15.448933328901019,-5.9549267578125,-5.86408935546875,0.09083803176879883
7,7,400,203.20954093933105,13.25318968636649,-5.690726318359375,-5.562182006835937,0.12854496002197266
8,8,450,183.98740331786018,14.07981927054269,-5.65470947265625,-5.48173583984375,0.1729729652404785
9,9,500,218.27780893104418,9.072115407671248,-5.946786499023437,-5.909207763671875,0.037577333450317385
10,10,550,319.05497393608096,13.629736191885812,-5.843308715820313,-5.701575927734375,0.1417326068878174
11,11,600,106.59572837012155,12.311907196044922,-5.9702386474609375,-5.89245361328125,0.0777842378616333
12,12,650,183.63042733328683,11.76589115687779,-5.6482177734375,-5.57146484375,0.07675357818603516
13,13,700,85.73200328179769,12.132308033534459,-5.8113555908203125,-5.698890991210938,0.11246538162231445
14,14,750,150.36281095232283,11.261912754603795,-5.759091796875,-5.680330810546875,0.078760085105896
15,15,800,48.397338717324395,11.77183963230678,-5.351201171875,-5.223826293945312,0.12737488746643066
16,16,850,24.636289967809404,7.97574634552002,-4.613402099609375,-4.504766540527344,0.1086351490020752
17,17,900,-5.495615421022688,6.834047440120152,-3.9344638061523436,-3.7387271118164063,0.19573678970336914
18,18,950,-1.669741405759539,5.60523545401437,-3.833853759765625,-3.5648956298828125,0.26895851135253906
19,19,1000,17.913282443795886,3.588326794760568,-4.038559875488281,-3.903337097167969,0.135223388671875
20,20,1050,1.4774650284222195,4.593862860543387,-3.503480224609375,-3.32107421875,0.18240503311157227
21,21,1100,4.567765143939427,3.9522716862814766,-3.1743533325195314,-2.999395446777344,0.17495769500732422
22,22,1150,0.9396109802382333,3.5207537855420794,-3.034987487792969,-2.8338409423828126,0.20114599227905272
23,23,1200,1.2269493290356228,3.3569142852510723,-2.9707290649414064,-2.742838134765625,0.2278907012939453
24,24,1250,0.2980167738028935,3.5002031871250696,-2.7772531127929687,-2.5432197570800783,0.23403358459472656
25,25,1300,2.3112317240663938,2.0645897150039674,-2.6761703491210938,-2.4774441528320312,0.19872570037841797
26,26,1350,3.6912677764892576,1.8521614858082363,-2.6140121459960937,-2.41290771484375,0.20110488891601563
27,27,1400,4.445174959727696,2.566091203689575,-2.407147216796875,-2.175412902832031,0.23173471450805663
28,28,1450,-3.274467222498996,2.198349986757551,-2.29662353515625,-2.024495391845703,0.2721280860900879
29,29,1500,-2.468628604071481,2.092175510951451,-2.202294921875,-1.9370309448242187,0.26526458740234377
30,30,1550,1.5609032158340728,1.5945032409259252,-2.2549195861816407,-2.0373199462890623,0.21759981155395508
31,31,1600,0.8648919522762298,2.2383976697921755,-2.3625692749023437,-2.1228851318359374,0.2396841049194336
32,32,1650,2.1729519639696395,1.809813060079302,-2.0471295166015624,-1.8144093322753907,0.2327202796936035
33,33,1700,-0.5203952210290091,2.421990898677281,-2.345447540283203,-2.084777069091797,0.2606700134277344
34,34,1750,-1.1117873873029436,1.6334056053842818,-1.9223129272460937,-1.6429263305664064,0.2793868446350098
35,35,1800,1.94748523746218,2.454155227116176,-2.255997314453125,-2.0105226135253904,0.24547487258911133
36,36,1850,1.1384389804942268,1.543129130772182,-2.167228546142578,-1.9341415405273437,0.23308704376220704
37,37,1900,0.17174868583679198,1.832365025792803,-2.1079583740234376,-1.861946563720703,0.24601198196411134
38,38,1950,1.8444122569901602,2.048426573617118,-2.1044071960449218,-1.8681845092773437,0.23622333526611328
39,39,2000,0.8313569973622049,1.6826723745891026,-2.2865756225585936,-2.03695068359375,0.24962507247924803
40,40,2050,0.7396634519100189,1.8086294106074743,-2.0861241149902345,-1.8423049926757813,0.2438193702697754
41,41,2100,2.186873378072466,1.6332008906773159,-1.9927391052246093,-1.7154937744140626,0.27724514007568357
42,42,2150,0.4719521592770304,1.3314383438655308,-2.097614440917969,-1.8573251342773438,0.2402890968322754
43,43,2200,0.9799621990748815,1.9889799390520368,-2.1983497619628904,-1.9326904296875,0.265659236907959
44,44,2250,-1.950980257987976,1.9157051358904158,-2.0223780822753907,-1.7611280822753905,0.26125017166137693
45,45,2300,2.38794013432094,2.2962639808654783,-2.1612777709960938,-1.8987712097167968,0.2625065803527832
46,46,2350,2.606427608217512,2.106282731464931,-2.334919891357422,-2.0624742126464843,0.2724460601806641
47,47,2400,2.208687447650092,2.0490967954908097,-2.0917234802246094,-1.8354409790039063,0.25628257751464845
48,48,2450,0.5632177114486694,1.6643287113734655,-2.1280867004394532,-1.8661796569824218,0.26190656661987305
49,49,2500,0.6672497785517147,1.778117138998849,-2.188359680175781,-1.9427450561523438,0.24561471939086915
50,50,2550,0.44066216903073446,1.6548728261675154,-2.1596163940429687,-1.9148042297363281,0.24481224060058593
51,51,2600,-0.780175484929766,2.600202819279262,-2.1962458801269533,-1.882208251953125,0.3140373611450195
52,52,2650,-0.26079484820365906,2.1178023508616857,-2.140525207519531,-1.8674687194824218,0.27305702209472654
53,53,2700,0.5205207075391497,1.6579976507595606,-2.0784466552734373,-1.8023092651367187,0.27613779067993166
54,54,2750,0.39419960996934345,1.3414345792361668,-2.0340426635742186,-1.789119873046875,0.2449227523803711
55,55,2800,0.7116743462426321,2.2614434923444477,-2.1033921813964844,-1.8234880065917969,0.2799042129516602
56,56,2850,-5.254889760698591,1.6656269703592572,-1.8748040771484376,-1.5955067443847657,0.27929733276367186
57,57,2900,0.23657632895878383,1.5986023477145603,-1.9371844482421876,-1.6566839599609375,0.28050010681152343
58,58,2950,-1.5361386299133302,2.1782698699406216,-2.232210235595703,-1.9565144348144532,0.2756960105895996
59,59,3000,2.868713423183986,1.787025809288025,-2.1774378967285157,-1.9118093872070312,0.2656291198730469
