,Episode,Timestep,policy_loss,critic_loss,rm_score,ref_kl,generate_length
0,1,8,-0.01088224950417498,0.26904356479644775,-5.408063888549805,0.0,62.75
1,1,16,-0.0049666393504594454,0.19418759047985076,-5.327395915985107,6.689559813821688e-05,92.0
2,1,24,-0.004688654218625743,0.23982633352279664,-5.0438947677612305,-0.00035035700420849025,68.75
3,1,32,-0.003697760352952173,0.22361011803150177,-5.402241230010986,-0.00010948646377073601,81.5
4,1,40,-0.005165777285583317,0.3357654094696045,-5.164578914642334,-0.0002980923163704574,53.375
5,1,48,-0.00254564571660012,0.15426820516586304,-3.9884300231933594,-8.93042943062028e-06,93.25
6,1,56,-0.004597097856458276,0.21528801023960115,-4.552191257476807,-0.0002802671806421131,76.75
7,1,64,-0.002692765594110824,0.1676386684179306,-5.229150772094727,-0.0008707697852514684,101.375
8,1,72,-0.008116465958300978,0.37276255488395693,-4.9264068603515625,-0.0019484562799334526,36.25
9,1,80,-0.0038688600849127396,0.22497071027755738,-5.679644584655762,-0.00010020496847573668,82.5
10,1,88,-0.005601611232850701,0.271759831905365,-5.700927734375,-0.0005186852067708969,65.375
11,1,96,-0.0068932102076360025,0.3170329511165619,-5.361354351043701,-0.0008403835818171501,48.375
12,1,104,-0.005099855942535214,0.21520957946777344,-5.439523220062256,-0.0020346699748188257,76.5
13,1,112,-0.0067255297268275175,0.24434463679790497,-5.27467155456543,-0.002218957059085369,58.125
14,1,120,-0.005298636412771884,0.1446534961462021,-4.269228458404541,-0.0026951725594699383,74.125
15,1,128,-0.010293449193704873,0.32415794730186465,-5.877947807312012,-0.0036806976422667503,50.0
16,1,136,-0.00530614228482591,0.18941160142421723,-5.435878276824951,-0.00452772993594408,83.5
17,1,144,-0.01069706464477349,0.20661828815937042,-5.003807544708252,-0.002088619628921151,45.625
18,1,152,-0.010515373793896287,0.23456602692604064,-4.825809478759766,-0.011103015393018723,44.0
19,2,160,-0.005910089128883555,0.14186866581439972,-5.586459159851074,-0.007049958221614361,89.0
20,2,168,-0.00833270141738467,0.16989333033561707,-5.641701698303223,-0.011069586500525475,80.0
21,2,176,-0.00647064421500545,0.145058673620224,-5.553665637969971,-0.01195492036640644,87.5
22,2,184,-0.011016454946366138,0.17294464409351348,-5.44371223449707,-0.014207885600626469,59.5
23,2,192,-0.010105963362730109,0.12239871472120285,-4.86035680770874,-0.014325534924864769,71.0
24,2,200,-0.01139515804243274,0.14864590466022493,-6.131703853607178,-0.018630359321832657,79.5
25,2,208,-0.009403284228756092,0.1196707621216774,-5.31419563293457,-0.01868043653666973,83.0
26,2,216,-0.008932289911899715,0.14199740886688234,-5.512596130371094,-0.01329768542200327,74.5
27,2,224,-0.007764730870258063,0.10360260307788849,-5.828480243682861,-0.019291827455163002,95.5
28,2,232,-0.0053946956672007215,0.11604684591293335,-3.8662514686584473,-0.01080703642219305,98.5
29,2,240,-0.005184870213270187,0.14811174273490907,-5.983340263366699,-0.02011067420244217,104.0
30,2,248,-0.0141649849654641,0.10343361347913742,-4.695589065551758,-0.028088415041565895,66.5
31,2,256,-0.008917259407462552,0.08501030057668686,-5.242002964019775,-0.02186139114201069,87.0
32,2,264,-0.00803458277368918,0.09813287556171417,-6.126402378082275,-0.027644913643598557,99.0
33,2,272,-0.011114662140607834,0.0927282989025116,-5.3334550857543945,-0.025560690090060234,64.0
34,2,280,-0.005364461972203571,0.09960203915834427,-5.807467460632324,-0.013150060549378395,111.625
35,2,288,-0.006342227727873251,0.1067412793636322,-5.510976314544678,-0.0251429695636034,124.0
36,2,296,-0.007943525817245245,0.09228570908308029,-6.023214817047119,-0.026762129738926888,116.0
37,2,304,-0.013871759036555886,0.08563660383224488,-5.664434909820557,-0.03090842440724373,67.0
38,2,312,-0.015409463783726096,0.10599310100078582,-5.738857746124268,-0.02826370857656002,54.5
39,3,320,-0.010429443870089017,0.10202937424182892,-5.767297267913818,-0.030824270099401474,94.5
40,3,328,-0.008303178848291282,0.09907154738903046,-6.210106372833252,-0.029491739347577095,107.0
41,3,336,-0.01778330103261396,0.09145279228687286,-5.410262584686279,-0.029113326221704483,58.0
42,3,344,-0.01736435741186142,0.12452618330717087,-5.514059543609619,-0.04870767146348953,64.0
43,3,352,-0.01572236109059304,0.11722842156887055,-6.010404109954834,-0.04353468492627144,80.0
44,3,360,-0.016757305653300136,0.12804936468601227,-5.109614372253418,-0.03868741914629936,60.0
45,3,368,-0.010319177259225399,0.08722210675477982,-5.218647480010986,-0.03234543651342392,97.0
46,3,376,-0.01002971309935674,0.1415985643863678,-5.347217559814453,-0.035577159374952316,83.5
47,3,384,-0.010129159016651101,0.1293932855129242,-5.523287296295166,-0.030658811330795288,91.5
48,3,392,-0.017462138074915857,0.14020996689796447,-4.8774027824401855,-0.035485465079545975,56.0
49,3,400,-0.013976384128909558,0.09591688364744186,-5.470611095428467,-0.0408904030919075,62.5
50,3,408,-0.019355159346014263,0.08662551939487458,-5.263100624084473,-0.03177691251039505,46.5
51,3,416,-0.011365236644633115,0.11772732138633728,-5.319972038269043,-0.02748871222138405,66.0
52,3,424,-0.011269525438547135,0.1029427021741867,-5.2762861251831055,-0.04618620499968529,67.0
53,3,432,-0.0075763168802950535,0.10409702956676484,-6.298707485198975,-0.03551408275961876,89.25
54,3,440,-0.009807736228685826,0.11928202956914902,-5.169951915740967,-0.03222350776195526,74.5
55,3,448,-0.010016897466266527,0.09928449094295502,-5.9488348960876465,-0.046677567064762115,73.625
56,3,456,-0.011379560583736747,0.14538410305976868,-4.339632987976074,-0.04004073143005371,64.5
57,3,464,-0.006936445971950889,0.09060848951339721,-6.2291436195373535,-0.028356429189443588,118.125
58,4,472,-0.007933489931747317,0.11815142333507538,-5.214287757873535,-0.04555424302816391,81.5
59,4,480,-0.009592424519360066,0.10778309553861617,-5.794517517089844,-0.03739648312330246,77.0
60,4,488,-0.006125953467562795,0.08454657047986984,-6.111654758453369,-0.03383658826351166,108.5
61,4,496,-0.01047443611896597,0.15455655753612518,-5.686130046844482,-0.03581154718995094,68.5
62,4,504,-0.011869244161061943,0.11299600750207901,-5.509450912475586,-0.036669157445430756,77.5
63,4,512,-0.010590024408884346,0.11469432860612869,-5.292733192443848,-0.04660734534263611,78.0
64,4,520,-0.008834626944735646,0.10154515504837036,-5.19739294052124,-0.0355626605451107,77.5
65,4,528,-0.015218060110782972,0.10775872468948364,-5.569081783294678,-0.043735574930906296,53.0
66,4,536,-0.009792896046565146,0.15720168948173524,-3.6992130279541016,-0.04331954941153526,68.5
67,4,544,-0.00659921308979392,0.0879645898938179,-6.127745628356934,-0.03510863333940506,104.0
68,4,552,-0.003927168989321217,0.14228491485118866,-4.888123512268066,-0.052707988768815994,103.5
69,4,560,-0.008354421041440218,0.08153994679450989,-5.342607021331787,-0.030490195378661156,82.0
70,4,568,-0.007455874467268586,0.10138079524040222,-6.095229148864746,-0.04460810497403145,92.5
71,4,576,-0.00907160885981284,0.13319420516490937,-5.857151985168457,-0.05259539186954498,93.5
72,4,584,-0.011251530819572508,0.11258660107851029,-5.72530460357666,-0.040975481271743774,75.5
73,4,592,-0.013207145902561024,0.1553942531347275,-5.4322710037231445,-0.05447888374328613,74.5
74,4,600,-0.010684649350878317,0.09361238330602646,-5.777449131011963,-0.055208735167980194,73.0
75,4,608,-0.007705326302675531,0.1556920051574707,-5.871452331542969,-0.05546107515692711,96.0
76,4,616,-0.010519393405411392,0.10964159667491913,-5.934662818908691,-0.0584687776863575,91.5
77,4,624,-0.013757885608356446,0.10852719247341155,-5.723480701446533,-0.044322408735752106,67.5
78,5,632,-0.009305724548175931,0.11380932033061981,-5.00622034072876,-0.03831656277179718,77.625
79,5,640,-0.007819816001574508,0.10182637870311737,-5.8203606605529785,-0.04622017219662666,103.5
80,5,648,-0.011375904397573322,0.0903877854347229,-5.285106658935547,-0.03169403225183487,53.0
81,5,656,-0.012052604142809287,0.10020703077316284,-5.39447021484375,-0.033709071576595306,57.0
82,5,664,-0.014627829240635038,0.08121801614761352,-5.2924323081970215,-0.03257745876908302,44.0
83,5,672,-0.010456659883493558,0.08838727176189423,-5.3208160400390625,-0.02332504466176033,72.875
84,5,680,-0.0056687076052185145,0.08303542137145996,-6.4707136154174805,-0.022485075518488884,107.625
85,5,688,-0.012869923753896728,0.10120643079280853,-5.223711013793945,-0.014950579963624477,55.5
86,5,696,-0.008157184044830502,0.07632430791854858,-5.4866042137146,-0.028364775702357292,66.5
