,Episode,Timestep,Policy_Loss,Critic_Loss,Reward,RM_Reward,Ref_Reward
0,0,8,416.0683258056641,33.103583908081056,-5.850075721740723,-5.621633052825928,0.22844283282756805
1,0,16,1301.172021484375,28.02934150695801,-5.433811664581299,-5.311161041259766,0.12265025079250336
2,0,24,1171.7162109375,22.38335838317871,-4.950794219970703,-4.8114776611328125,0.13931727409362793
3,0,32,1028.3387939453125,26.989359664916993,-5.610043525695801,-5.507115840911865,0.10292740166187286
4,1,40,962.0538940429688,25.725132369995116,-5.428297996520996,-5.275213718414307,0.15308429300785065
5,1,48,1234.0627197265626,29.227500915527344,-5.799192428588867,-5.6729278564453125,0.12626519799232483
6,1,56,1075.705908203125,29.299924468994142,-5.8778815269470215,-5.734925746917725,0.1429559886455536
7,1,64,221.2824462890625,23.76602783203125,-5.800130367279053,-5.619182109832764,0.1809477061033249
8,2,72,972.857470703125,23.42465133666992,-5.360434055328369,-5.17191219329834,0.18852251768112183
9,2,80,494.6397644042969,21.49278564453125,-5.20518684387207,-4.9909491539001465,0.21423742175102234
10,2,88,498.9322814941406,19.654954528808595,-5.113311290740967,-4.919583320617676,0.19372764229774475
11,2,96,60.00105495452881,11.114689254760743,-4.480306625366211,-4.242024898529053,0.2382814586162567
12,3,104,77.74803028106689,9.259601211547851,-4.329562664031982,-4.114101409912109,0.21546141803264618
13,3,112,80.83327789306641,14.739149475097657,-4.593079090118408,-4.335144519805908,0.2579343020915985
14,3,120,229.74423828125,12.824469375610352,-4.370018482208252,-4.067320823669434,0.30269768834114075
15,3,128,901.1789184570313,15.359294509887695,-4.462831020355225,-4.1774797439575195,0.28535136580467224
16,4,136,782.0318969726562,15.611266899108887,-4.423754692077637,-4.127833366394043,0.2959214448928833
17,4,144,762.0980834960938,17.745384979248048,-4.7188005447387695,-4.387784481048584,0.331015944480896
18,4,152,855.9242065429687,13.977083969116212,-4.126766204833984,-3.82651948928833,0.30024653673171997
19,4,160,612.9782348632813,11.807855415344239,-4.177767753601074,-3.854099750518799,0.32366761565208435
20,5,168,343.2158264160156,13.57315616607666,-4.408556938171387,-4.084252834320068,0.32430416345596313
21,5,176,270.98927612304686,14.61504249572754,-4.821174144744873,-4.460355281829834,0.3608192205429077
22,5,184,-19.85360918045044,6.925641918182373,-4.00076150894165,-3.668893337249756,0.33186808228492737
23,5,192,809.8131958007813,15.47917881011963,-4.348352909088135,-3.9748189449310303,0.37353402376174927
24,6,200,842.0192016601562,13.499681663513183,-4.2066450119018555,-3.794889211654663,0.4117555022239685
