,Episode,Timestep,policy_loss,critic_loss,rm_score,ref_kl,generate_length
0,1,16,-0.010506387334316969,0.02400604635477066,-0.8713765144348145,0.0,92.875
1,1,32,-0.0024135417304933073,0.02076644729822874,-0.5687525272369385,0.000702656980138272,112.25
2,1,48,-0.008064123429358005,0.021852270886301994,0.41488325595855713,0.0007122335373423994,94.5
3,1,64,-0.008413805812597274,0.0165890091098845,-0.1818215250968933,0.0008733742870390415,114.5
4,1,80,-0.013595507293939591,0.013168324623256922,0.370065838098526,0.0007712920196354389,89.25
5,1,96,-0.010835004225373267,0.018045417964458466,-0.17924310266971588,-0.0003452958771958947,86.0
6,1,112,-0.0050662441179156305,0.014436260052025317,0.2350958287715912,0.00014538051618728787,89.75
7,1,128,-0.010936239082366229,0.0165783931966871,-0.26528874039649963,-0.00011016835196642205,108.5
8,1,144,-0.006797684729099274,0.01461760546080768,-0.5184268951416016,-0.0017590720672160387,79.75
9,1,160,-0.005490229837596417,0.014396805129945279,0.9309146404266357,-0.0023195254616439342,107.5
10,1,176,-0.016653766483068468,0.024643609672784804,1.0141992568969727,-0.0016515847528353333,85.5
11,1,192,-0.011231155041605234,0.019258061423897743,0.9710598587989807,-0.0014910732861608267,89.0
12,1,208,-0.011447676084935665,0.013669550605118274,-0.08076237142086029,-0.0015590365510433912,80.25
13,1,224,-0.006978993583470583,0.017410788033157588,-0.15399813652038574,-0.0014158717822283506,98.75
14,1,240,-0.014081657677888871,0.021063106786459684,0.6707888841629028,-0.0031374343670904636,101.75
15,1,256,-0.013628184050321578,0.022078825253993274,0.08806601166725159,-0.004351319745182991,87.5
16,1,272,-0.008869907259941101,0.01612179456278682,1.1850000619888306,-0.005173522047698498,87.25
17,1,288,-0.008549470454454422,0.013151566497981548,0.47150689363479614,-0.005907675717025995,104.25
18,1,304,-0.018263299018144608,0.01587431700900197,0.014093011617660522,-0.007364199031144381,84.75
19,1,320,-0.015152299404144287,0.027840149030089377,-0.1525309979915619,-0.005619141738861799,83.75
20,1,336,-0.010124000906944274,0.014204951003193855,0.4950907528400421,-0.00542166642844677,98.75
21,1,352,-0.012260989635251462,0.01771887708455324,0.5156179070472717,-0.003049660474061966,83.75
22,1,368,-0.010972252301871776,0.016385937947779892,0.6370053291320801,-0.0039004830177873373,88.0
23,1,384,-0.010348776821047068,0.022804009448736905,0.4431820511817932,-0.003105036448687315,102.0
24,1,400,-0.010333453491330146,0.020284921303391455,-0.4070083200931549,-0.0022610758896917105,89.75
25,1,416,-0.008597149688284844,0.01861677197739482,0.3804079592227936,-0.0038362862542271614,105.0
26,1,432,-0.010594024910824373,0.013506107404828072,0.7672176361083984,-0.002069009467959404,97.25
27,1,448,-0.007584987487643957,0.021111514512449504,0.26687270402908325,-0.0008595022954978049,111.0
28,1,464,-0.015053799003362655,0.014073243364691734,-0.20487776398658752,-0.0031533467117697,89.5
29,1,480,-0.012257765792310239,0.022878787480294704,0.1971626728773117,1.4782894140807912e-05,85.0
30,1,496,-0.013165610656142235,0.01889877738431096,0.7778739333152771,-0.004033998120576143,90.75
31,1,512,-0.016705851629376413,0.01622050702571869,0.363616019487381,-0.002670582849532366,90.0
32,1,528,-0.011655476689338685,0.010057786712422967,0.45001208782196045,-0.0024143748451024294,113.75
33,1,544,-0.009955367166548967,0.01839532945305109,-0.019072391092777252,-0.0022499144542962313,99.5
34,1,560,-0.008108538389205933,0.014763252064585685,-0.31248047947883606,-0.0006456556147895753,96.25
35,1,576,-0.008998572826385498,0.014686331432312728,0.34858542680740356,-0.002348802052438259,92.75
36,1,592,-0.01142366174608469,0.011720998305827379,0.07614102214574814,-0.0012604616349563003,80.0
37,1,608,-0.012517389236018061,0.01457729171961546,0.5753536224365234,-0.004056138452142477,91.25
38,1,624,-0.012403043545782566,0.013476856239140033,0.5259369611740112,-0.002880159532651305,105.5
39,1,640,-0.011012827139347791,0.012695788498967886,0.6571738123893738,-0.004104281309992075,110.5
40,1,656,-0.007288681709906086,0.018766930513083934,0.7292581796646118,-0.0026555594522506,98.25
41,1,672,-0.007241103239357472,0.015958350244909526,0.9064282178878784,-0.0025831605307757854,101.0
42,1,688,-0.010446063824929297,0.014366749487817288,0.39638152718544006,-0.005274169147014618,96.5
43,1,704,-0.015851322561502457,0.01495340308174491,0.624010443687439,-0.007275423500686884,106.75
