,Episode,Timestep,Policy_Loss,Critic_Loss,RM_Score,Ref_KL
270,67,2168,-0.0017077485261779656,0.003662853827700019,-2.571415424346924,-0.04538651183247566
271,67,2176,-0.0032478672223589912,0.003495359234511852,-2.5156726837158203,-0.04168573021888733
272,68,2184,-0.0024346413443709024,0.0038334633223712443,-1.626702904701233,-0.03956228867173195
273,68,2192,-0.002954312285191918,0.0031563627067953347,-1.6902469396591187,-0.04217245802283287
274,68,2200,-0.004785058361187566,0.004484339989721775,-2.2267158031463623,-0.04295913502573967
275,68,2208,-0.0035170944806850457,0.0033956415485590697,-1.8003195524215698,-0.04058932512998581
276,69,2216,-0.007771261056950607,0.004482251033186913,-2.2318921089172363,-0.05014193803071976
277,69,2224,-0.006345877769172148,0.004721837397664785,-2.2933013439178467,-0.04338020831346512
278,69,2232,-0.008796064889975242,0.0036946139764040707,-2.6160647869110107,-0.03944779187440872
279,69,2240,-0.00721295614371229,0.012873221002519131,-2.817700147628784,-0.06094933673739433
280,70,2248,-0.010481614719719801,0.0061831409111619,-1.914536714553833,-0.05160851404070854
281,70,2256,-0.013007551573537057,0.005694660544395447,-1.6106606721878052,-0.046849075704813004
282,70,2264,-0.00426716074084652,0.004603492375463247,-1.7863050699234009,-0.043018002063035965
283,70,2272,-0.0026922458348280997,0.0045730162411928175,-2.445798873901367,-0.039958152920007706
284,71,2280,-0.0021252771550734906,0.004742485471069813,-2.0087409019470215,-0.042381517589092255
285,71,2288,-0.001476192452412306,0.006768340151757002,-2.6074562072753906,-0.05774307996034622
286,71,2296,-0.004255710829056625,0.004692296590656042,-1.6883511543273926,-0.035907112061977386
287,71,2304,-0.006077088555002774,0.005163520667701959,-2.1363635063171387,-0.051313597708940506
288,72,2312,-0.00620654159138212,0.004546527750790119,-2.304126262664795,-0.05239066854119301
289,72,2320,-0.0013393229426128528,0.004062233958393335,-2.2413430213928223,-0.03892974182963371
290,72,2328,-0.0028454719737339928,0.0036985532380640505,-1.6959993839263916,-0.03714609146118164
291,72,2336,-0.0010701307399074266,0.004574541375041008,-2.0324084758758545,-0.04531635716557503
292,73,2344,-0.0037904604773757455,0.0053915124386549,-2.85245680809021,-0.045847535133361816
293,73,2352,-0.0017839735948996349,0.004184432607144117,-2.978951930999756,-0.03336839750409126
294,73,2360,-0.001201892787196357,0.0033101324923336508,-1.3244826793670654,-0.03648347407579422
295,73,2368,-0.0038216360898331914,0.0033400564920157195,-1.2110753059387207,-0.03551270440220833
296,74,2376,-0.00431290557939974,0.0042274010367691515,-1.537601113319397,-0.05652844160795212
297,74,2384,-0.0018422366007120772,0.0049951130524277685,-2.0941379070281982,-0.03760315477848053
298,74,2392,-0.00383988602759473,0.00698612155392766,-2.6170945167541504,-0.04389948397874832
299,74,2400,-0.005375122493512663,0.004671370424330234,-3.055248260498047,-0.0413118451833725
300,75,2408,-0.0021326348907621195,0.006769376061856747,-2.4147112369537354,-0.043558284640312195
